Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info
"Devices","No","","91665","Ongoing","Siemens Healthcare Diagnostics, Inc.","511 Benedict Ave","","Tarrytown","NY","	10591-5005","United States","Voluntary: Firm initiated","Letter","Nationwide Foreign: Country Albania Algeria Argentina Australia Austria Bahrain Bangladesh Belgium Brazil Bulgaria Burkina Faso Canada Chile China Colombia Croatia Cura¿ao Czech Republic Denmark Ecuador Egypt Finland France Germany Greece Guadeloupe Hong Kong Hungary India Ireland Israel Italy Japan Kuwait Libya Malaysia Mexico Netherlands New Zealand Norway Oman Pakistan Paraguay Peru Philippines Poland Portugal Qatar Republic Korea Romania Saudi Arabia Serbia Singapore Slovakia Slovenia South Africa Spain Sweden Switzerland Taiwan, Province of China Thailand Ukraine United Arab Emirates United Kingdom Great Britain Uruguay Vatikancity Vietnam ","Z-1268-2023","Class II","Atellica CH LDL Cholesterol Direct (DLDL)-In vitro diagnostic quantitative determination of LDL cholesterol in human serum and plasma (lithium heparin) using the Atellica CH Analyzer. SMN: 11097632","8420 units","Reagent Carryover from LDL Cholesterol Direct (DLDL), Total Protein II (TP), Triglycerides (Trig), and Triglycerides_2 (Trig_2) Impacting Magnesium (Mg) Results","01/27/2023","08/29/2023","","09/06/2023","UDI: 00630414596181 All Lots"
"Devices","No","","91665","Ongoing","Siemens Healthcare Diagnostics, Inc.","511 Benedict Ave","","Tarrytown","NY","	10591-5005","United States","Voluntary: Firm initiated","Letter","Nationwide Foreign: Country Albania Algeria Argentina Australia Austria Bahrain Bangladesh Belgium Brazil Bulgaria Burkina Faso Canada Chile China Colombia Croatia Cura¿ao Czech Republic Denmark Ecuador Egypt Finland France Germany Greece Guadeloupe Hong Kong Hungary India Ireland Israel Italy Japan Kuwait Libya Malaysia Mexico Netherlands New Zealand Norway Oman Pakistan Paraguay Peru Philippines Poland Portugal Qatar Republic Korea Romania Saudi Arabia Serbia Singapore Slovakia Slovenia South Africa Spain Sweden Switzerland Taiwan, Province of China Thailand Ukraine United Arab Emirates United Kingdom Great Britain Uruguay Vatikancity Vietnam ","Z-1269-2023","Class II","Atellica CH Total Protein II- In vitro diagnostic use in the quantitative determination of total protein in human serum and plasma (lithium heparin) using the Atellica CH Analyzer. SMN: 11097604","13071 units","Reagent Carryover from LDL Cholesterol Direct (DLDL), Total Protein II (TP), Triglycerides (Trig), and Triglycerides_2 (Trig_2) Impacting Magnesium (Mg) Results","01/27/2023","08/29/2023","","09/06/2023","UDI: 00630414596372 All Lots"
"Devices","No","","91665","Ongoing","Siemens Healthcare Diagnostics, Inc.","511 Benedict Ave","","Tarrytown","NY","	10591-5005","United States","Voluntary: Firm initiated","Letter","Nationwide Foreign: Country Albania Algeria Argentina Australia Austria Bahrain Bangladesh Belgium Brazil Bulgaria Burkina Faso Canada Chile China Colombia Croatia Cura¿ao Czech Republic Denmark Ecuador Egypt Finland France Germany Greece Guadeloupe Hong Kong Hungary India Ireland Israel Italy Japan Kuwait Libya Malaysia Mexico Netherlands New Zealand Norway Oman Pakistan Paraguay Peru Philippines Poland Portugal Qatar Republic Korea Romania Saudi Arabia Serbia Singapore Slovakia Slovenia South Africa Spain Sweden Switzerland Taiwan, Province of China Thailand Ukraine United Arab Emirates United Kingdom Great Britain Uruguay Vatikancity Vietnam ","Z-1270-2023","Class II","Atellica CH Triglycerides (concentrated)-In vitro diagnostic use in the quantitative measurement of triglycerides in human serum and plasma (lithium heparin, potassium EDTA) using the Atellica CH Analyzer SMN: 11097591","11824 units","Reagent Carryover from LDL Cholesterol Direct (DLDL), Total Protein II (TP), Triglycerides (Trig), and Triglycerides_2 (Trig_2) Impacting Magnesium (Mg) Results","01/27/2023","08/29/2023","","09/06/2023","UDI: 00630414596495  All Lots"
"Devices","No","","91665","Ongoing","Siemens Healthcare Diagnostics, Inc.","511 Benedict Ave","","Tarrytown","NY","	10591-5005","United States","Voluntary: Firm initiated","Letter","Nationwide Foreign: Country Albania Algeria Argentina Australia Austria Bahrain Bangladesh Belgium Brazil Bulgaria Burkina Faso Canada Chile China Colombia Croatia Cura¿ao Czech Republic Denmark Ecuador Egypt Finland France Germany Greece Guadeloupe Hong Kong Hungary India Ireland Israel Italy Japan Kuwait Libya Malaysia Mexico Netherlands New Zealand Norway Oman Pakistan Paraguay Peru Philippines Poland Portugal Qatar Republic Korea Romania Saudi Arabia Serbia Singapore Slovakia Slovenia South Africa Spain Sweden Switzerland Taiwan, Province of China Thailand Ukraine United Arab Emirates United Kingdom Great Britain Uruguay Vatikancity Vietnam ","Z-1271-2023","Class II","Atellica CH Triglycerides_2: in vitro diagnostic use in the quantitative determination of triglycerides in human serum and plasma (lithium heparin, sodium heparin, potassium EDTA) using the Atellica CH Analyzer. SMN: 11537222","5315 units","Reagent Carryover from LDL Cholesterol Direct (DLDL), Total Protein II (TP), Triglycerides (Trig), and Triglycerides_2 (Trig_2) Impacting Magnesium (Mg) Results","01/27/2023","08/29/2023","","09/06/2023","UDI: 00630414610955 All Lots"
"Devices","No","","92290","Ongoing","Skytron, LLC","5085 Corporate Exchange Blvd SE","","Grand Rapids","MI","	49512-5515","United States","Voluntary: Firm initiated","Letter","Worldwide - US Nationwide distribution in the states of AL, AR, CA, CT, FL, GA, IA, IL, IN, MA, MI, MO, PA, TN, TX, UT, WA, WI and the countries of  Australia, New Zealand.","Z-2469-2023","Class II","GS70 Salus Surgical Table, Product Code 18-070-70","110 units","When the control of the operating table was used in Bluetooth mode, the operating table continued moving even after releasing the button on the control.    Originally, the root cause was thought to be confined to Bluetooth/wireless communications between the control pendant and the surgical table. However, during investigation, Mizuho discovered that the failure could be replicated even in wired mode if communication between the pendant and table were somehow interrupted. The root cause appears to be: if communication between the controller and table is interrupted while a button is pressed, the table does not know if/when a button is released. This occurs in wireless or wired mode.","08/01/2023","08/28/2023","","09/06/2023","Serial Numbers: SUC-20207-0006 SUC-20208-0025 SUC-20209-0044 SUC-20212-0063 SUC-20228-0082 SUC-2022Y-0101 SUC-20207-0007 SUC-20208-0026 SUC-20209-0045 SUC-20212-0064 SUC-20228-0083 SUC-2022Y-0102 SUC-20207-0008 SUC-20208-0027 SUC-2020X-0046 SUC-20212-0065 SUC-20228-0084 SUC-2022Y-0103 SUC-20207-0009 SUC-20208-0028 SUC-2020X-0047 SUC-20226-0066 SUC-20228-0085 SUC-2022Y-0104 SUC-20207-0010 SUC-20208-0029 SUC-2020X-0048 SUC-20226-0067 SUC-20228-0086 SUC-2022Y-0105 SUC-20207-0011 SUC-20209-0030 SUC-2020X-0049 SUC-20226-0068 SUC-20228-0087 SUC-20231-0106 SUC-20207-0012 SUC-20209-0031 SUC-2020X-0050 SUC-20226-0069 SUC-20228-0088 SUC-20231-0107 SUC-20207-0013 SUC-20209-0032 SUC-2020X-0051 SUC-20226-0070 SUC-20228-0089 SUC-20231-0108 SUC-20208-0014 SUC-20209-0033 SUC-2020X-0052 SUC-20227-0071 SUC-20228-0090 SUC-20231-0109 SUC-20208-0015 SUC-20209-0034 SUC-2020X-0053 SUC-20227-0072 SUC-20229-0091 SUC-20231-0110 SUC-20208-0016 SUC-20209-0035 SUC-2020X-0054 SUC-20227-0073 SUC-20229-0092 SUC-20231-0111 SUC-20208-0017 SUC-20209-0036 SUC-2020X-0055 SUC-20227-0074 SUC-20229-0093 SUC-20231-0112 SUC-20208-0018 SUC-20209-0037 SUC-2020Y-0056 SUC-20227-0075 SUC-20229-0094 SUC-20231-0113 SUC-20208-0019 SUC-20209-0038 SUC-2020Y-0057 SUC-20228-0076 SUC-20229-0095 SUC-20231-0114 SUC-20208-0020 SUC-20209-0039 SUC-2020Y-0058 SUC-20228-0077 SUC-2022X-0096 SUC-20231-0115 SUC-20208-0021 SUC-20209-0040 SUC-2020Y-0059 SUC-20228-0078 SUC-2022X-0097 SUC-20208-0022 SUC-20209-0041 SUC-2020Y-0060 SUC-20228-0079 SUC-2022X-0098 SUC-20208-0023 SUC-20209-0042 SUC-20212-0061 SUC-20228-0080 SUC-2022X-0099 SUC-20208-0024 SUC-20209-0043 SUC-20212-0062 SUC-20228-0081 SUC-2022X-0100"
"Devices","No","","92290","Ongoing","Skytron, LLC","5085 Corporate Exchange Blvd SE","","Grand Rapids","MI","	49512-5515","United States","Voluntary: Firm initiated","Letter","Worldwide - US Nationwide distribution in the states of AL, AR, CA, CT, FL, GA, IA, IL, IN, MA, MI, MO, PA, TN, TX, UT, WA, WI and the countries of  Australia, New Zealand.","Z-2470-2023","Class II","GS70H Salus Surgical Table, Product Code 18-071-70","24 units","When the control of the operating table was used in Bluetooth mode, the operating table continued moving even after releasing the button on the control.    Originally, the root cause was thought to be confined to Bluetooth/wireless communications between the control pendant and the surgical table. However, during investigation, Mizuho discovered that the failure could be replicated even in wired mode if communication between the pendant and table were somehow interrupted. The root cause appears to be: if communication between the controller and table is interrupted while a button is pressed, the table does not know if/when a button is released. This occurs in wireless or wired mode.","08/01/2023","08/28/2023","","09/06/2023","Serial Numbers:SUC-20207-0002 SUC-20208-0006 SUC-20209-0010 SUC-2020X-0014 SUC-2022Z-0018 SUC-20233-0022 SUC-20207-0003 SUC-20208-0007 SUC-20209-0011 SUC-2020X-0015 SUC-2022Z-0019 SUC-20233-0023 SUC-20208-0004 SUC-20209-0008 SUC-2020X-0012 SUC-2020X-0016 SUC-2022Z-0020 SUC-20233-0024 SUC-20208-0005 SUC-20209-0009 SUC-2020X-0013 SUC-2022Z-0017 SUC-2022Z-0021 SUC-20233-0025"
"Devices","No","","92489","Ongoing","Datascope Corp.","1300 Macarthur Blvd","","Mahwah","NJ","	07430-2052","United States","Voluntary: Firm initiated","Letter","US Nationwide. Global Distribution.","Z-2486-2023","Class II","Cardiosave Hybrid Intra-Aortic Balloon Pumps (IABP), Part Numbers 0998-00-0800-31, 0998-UC-0800-31, 0998-00-0800-32, 0998-00-0800-33, 0998-UC-0800-33, 0998-00-0800-34, 0998-00-0800-35, 0998-00-0800-45, 0998-00-0800-52, 0998-UC-0800-52, 0998-00-0800-53, 0998-UC-0800-53, 0998-00-0800-55, 0998-UC-0800-55, 0998-00-0800-65","9175 units","Users were experiencing a failure in the IAB Fiber Optic Sensor input on the IABP when inserting the Intra-Aortic Balloon Fiber Optic connector.","07/31/2023","08/30/2023","","09/06/2023","All Lot Numbers. Model: 0998-00-0800-31, UDI: 10607567109053; Model: 0998-UC-0800-31, UDI: N/A; Model: 0998-00-0800-32,UDI: 10607567111117; Model: 0998-00-0800-33, UDI: 10607567109008; Model: 0998-UC-0800-33, UDI: N/A; Model: 0998-00-0800-34, UDI: 10607567111940; Model: 0998-00-0800-35, UDI: 10607567109107; Model: 0998-00-0800-45, UDI: 10607567108421;Model: 0998-00-0800-52, UDI: 10607567108438; Model: 0998-UC-0800-52, UDI: N/A; Model: 0998-00-0800-53, UDI:10607567108391; Model: 0998-UC-0800-53, UDI: N/A; Model: 0998-00-0800-55, UDI: 10607567108414; Model: 0998-UC-0800-55,UDI: N/A; Model: 0998-00-0800-65, UDI: 10607567113432; Model: 0998-00-0800-75, UDI: 10607567112312; Model: 0998-00-0800-83, UDI: 10607567108407; Model: 0998-00-0800-85, UDI: 10607567113449"
"Devices","No","","92489","Ongoing","Datascope Corp.","1300 Macarthur Blvd","","Mahwah","NJ","	07430-2052","United States","Voluntary: Firm initiated","Letter","US Nationwide. Global Distribution.","Z-2487-2023","Class II","Cardiosave Rescue Intra-Aortic Balloon Pumps (IABP), Part Numbers 0998-00-0800-75, 0998-00-0800-83, 0998-00-0800-85","9175 units","Users were experiencing a failure in the IAB Fiber Optic Sensor input on the IABP when inserting the Intra-Aortic Balloon Fiber Optic connector.","07/31/2023","08/30/2023","","09/06/2023","All Lot Numbers. Model: 0998-00-0800-75, UDI: 10607567112312; Model: 0998-00-0800-83, UDI: 10607567108407; Model: 0998-00-0800-85, UDI: 10607567113449"
"Devices","No","","92537","Ongoing","Siemens Healthcare Diagnostics Inc","2 Edgewater Dr","","Norwood","MA","	02062-4637","United States","Voluntary: Firm initiated","Letter","US distribution to AL, AR, AZ, CA, CO, DC, DE, FL, IA, ID, IL, KS, KY, LA, MI, MN, MO, NC, ND, NH, NY, OH, OK, SC, SD, and TX  OUS distribution to Canada, China, Colombia, Finland, India, Mexico, Norway, Sweden, United Arab Emirates, and Vietnam","Z-2476-2023","Class II","epoc BGEM BUN Test Card with epoc Host SW v3.37.3, epoc NXS SW v4.10.6, Sensor Configuration 41.1","3201 ea","There is potential for discrepant high glucose results in samples with glucose results on the lower end of the reportable range.","06/01/2023","08/28/2023","","09/06/2023","UDI-DI: 00809708121860 Siemens Material Number: 10736515 Lots: 04-23003-60 (expiry 20-Jun-2023), 11-22337-60 (expiry 20-May-2023), 04-23034-40 (expiry 21-Jul-2023), 04-23059-50 (expiry 15-Aug-2023), 04-23059-60 (expiry 15-Aug-2023), and 04-23069-40 (expiry 25-Aug-2023)"
"Devices","No","","92537","Ongoing","Siemens Healthcare Diagnostics Inc","2 Edgewater Dr","","Norwood","MA","	02062-4637","United States","Voluntary: Firm initiated","Letter","US distribution to AL, AR, AZ, CA, CO, DC, DE, FL, IA, ID, IL, KS, KY, LA, MI, MN, MO, NC, ND, NH, NY, OH, OK, SC, SD, and TX  OUS distribution to Canada, China, Colombia, Finland, India, Mexico, Norway, Sweden, United Arab Emirates, and Vietnam","Z-2477-2023","Class II","epoc BGEM Crea Test Card with epoc Host SW v3.37.3, epoc NXS SW v4.10.6, Sensor Configuration 41.1","473 ea","There is potential for discrepant high glucose results in samples with glucose results on the lower end of the reportable range.","06/01/2023","08/28/2023","","09/06/2023","UDI-DI: 00809708072254 Siemens Material Number: 10736382 Lots: 03-23002-60 (expiry 19-Jun-2023) and 03-23056-50 (expiry 12-Aug-2023)"
"Devices","No","","92537","Ongoing","Siemens Healthcare Diagnostics Inc","2 Edgewater Dr","","Norwood","MA","	02062-4637","United States","Voluntary: Firm initiated","Letter","US distribution to AL, AR, AZ, CA, CO, DC, DE, FL, IA, ID, IL, KS, KY, LA, MI, MN, MO, NC, ND, NH, NY, OH, OK, SC, SD, and TX  OUS distribution to Canada, China, Colombia, Finland, India, Mexico, Norway, Sweden, United Arab Emirates, and Vietnam","Z-2478-2023","Class II","epoc BGEM Test Card (BUN & TCO2),Veterinary with epoc Host SW v3.37.3, epoc NXS SW v4.10.6, Sensor Configuration 41.1","348 ea","There is potential for discrepant high glucose results in samples with glucose results on the lower end of the reportable range.","06/01/2023","08/28/2023","","09/06/2023","UDI-DI: 00630414243788 Siemens Material Number: 10736516 Lots: 04-23043-51 (expiry 30-Jul-2023)"
"Devices","No","","92614","Ongoing","Smiths Medical ASD Inc.","6000 Nathan Ln N","","Minneapolis","MN","	55442-1690","United States","Voluntary: Firm initiated","Letter","US Nationwide distribution.","Z-2466-2023","Class II","PORTEX 0.5u HYDROPHOBIC DISC FILTER, REF 002291 - Bacterial/Viral filter","66,633 units","Smiths Medical identified a labeling error in which the barcode (UDI) was not correctly reflecting the expiration date of the product","07/18/2023","08/28/2023","","09/06/2023","UDI/DI 30351688410645, Lot Numbers:  3419998, 3420441, 3429265, 3432722, 3440006, 3467682, 3467683, 3475349, 3489248, 3493797, 3509569, 3521742, 3526245, 3526337, 3529553, 3529672, 3533982, 3542040, 3546408, 3564993, 3570687, 3570840, 3576129, 3576138, 3635067, 3646546, 3658725, 3678314, 3688406, 3695958, 3696009, 3708884, 3727517, 3728938, 3745100, 3754085, 3764388, 3768464, 3784917, 3788804, 3791099, 3798345, 3802616, 3806235, 3843436, 3846795, 3855864, 3855865, 3858487, 3862085, 3864846, 3867640, 3867641, 3874801, 3878332, 3881026, 3884523, 3891892, 3904937, 3917655"
"Devices","No","","92703","Ongoing","Olympus Corporation of the Americas","3500 Corporate Pkwy","","Center Valley","PA","	18034-8229","United States","Voluntary: Firm initiated","Letter","US Nationwide distribution.","Z-2467-2023","Class II","EVIS EXERA III DUODENOVIDEOSCOPE OLYMPUS TJF-Q190V","6,426 units","Recent reports of patient infection.","07/27/2023","08/28/2023","","09/06/2023","Model No. TJF-Q190V; UDI-DI: 04953170405563; All Serial No."
