Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0792-2023","Class II","Ciclopirox Topical Solution 8% (Nail Lacquer), 6.6 mL bottles, Rx Only, Distributed by: Akorn Operating Company, LLC., Gurnee, IL 60031.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0793-2023","Class II","Cimetidine HCl Oral Solution 300mg/5mL, 237 mL bottles, Rx Only, Distributed by: Akorn Operating Company, LLC., Gurnee, IL 60031.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0794-2023","Class II","Clobetasol Propionate Cream, USP, 0.05%, packaged in a) 15g tubes, b) 30g tubes, and c) 60g tubes, Rx Only, Distributed by: Akorn Operating Company, LLC., Gurnee, IL 60031.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0795-2023","Class II","Clobetasol Propionate Ointment, USP, 0.05%, 15 g tubes, Rx Only, Distributed by: Akorn Operating Company, LLC., Gurnee, IL 60031.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0796-2023","Class II","Clobetasol Propionate Shampoo, 0.05%, 4oz (118 mL) bottles,  Rx Only, Distributed by: Akorn Operating Company, LLC., Gurnee, IL 60031.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0797-2023","Class II","Cromolyn Sodium Ophthalmic Solution, USP, 4%, 10 mL bottles, Rx Only, Manufactured by: Akorn Inc., Lake Forest, IL 60045.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0798-2023","Class II","DetomiSed (detomidine hydrochloride) packaged in a) 5mL and b)20mL vials, Rx Only, Distributed by: Akorn Operating Company, LLC., Gurnee, IL 60031.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0799-2023","Class II","Dicyclomine Hydrochloride Injection USP, 20 mg/2 mL (10 mg/mL) ampules,  2 mL ampules, Rx Only, Distributed by: Akorn Operating Company, LLC., Gurnee, IL 60031.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0800-2023","Class II","Diuril (chlorothiazide sodium) Injection, 500mg/vial, Single-Dose Vial, Rx Only, Distributed by: Akorn Operating Company, LLC., Gurnee, IL 60031.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0801-2023","Class II","DOCU LIQUID (docusate sodium, 50 mg/5 mL), packaged in 473mL bottles and b)10mL Unit Dose cups,  Distributed by: Akorn Operating Company, LLC., Gurnee, IL 60031.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0802-2023","Class II","Ephedrine Sulfate Injection, USP,  50 mg/mL, 1mL Single Dose Ampules, For Intravenous Use, Rx Only, Distributed by: Akorn Operating Company LLC, Gurnee, IL 60031.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0803-2023","Class II","Ferrous Sulfate Iron Supplement Drops, packaged in 50 mL bottles, Distributed by: Akorn Operating Company LLC, Gurnee, IL 60031.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0804-2023","Class II","Fluticasone Propionate Nasal Spray, 50mcg, 16 g bottles, Manufactured by: HI-TECH PHARMACAL CO., INC., Amiy.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0805-2023","Class II","Gonak Hypromellose Ophthalmic Solution 25mg/mL, 15 mL bottles, Rx Only, Manufactured by: Akorn, Inc., Lake Forest, IL 60045.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0806-2023","Class II","Granisetron HCl Injection, USP, 1 mg/mL, packaged in a) 1mL and b) 4 mL vials, Rx Only, For Intravenous Use Only, Manufactured by: Akorn, Inc., Lake Forest, IL 60045.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0807-2023","Class II","Guaiatussin AC Sugar-Free, Each teaspoonful (5 mL) contains: Guaifenesin (100 mg), Codeine Phosphate (10 mg), Alcohol (3.5% v/v), a) packaged in a) 118 mL bottles, b) 473 mL bottles and c) 100 unit dose cups, Rx Only, Distributed by: Akorn, Inc., Lake Forest, IL 60045.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0808-2023","Class II","Guaifenesin Oral Solution, 300 mg/ 15 mL, Sugar Free/Alcohol Free, Rx Only, For Institutional Use Only,  Hi-Tech Pharmacal Co., Inc., Amityville, NY 11701.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0809-2023","Class II","HydrALAZINE HCl Injection, USP, 20 mg/mL, 1 mL Single Dose vials, For Intramuscular or Intravenous Use, Rx Only, Manufactured by: Akorn, Inc., Lake Forest, IL 60045.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0810-2023","Class II","Hydrocortisone and Acetic Acid Otic Solution, USP, 10 mL bottles, Rx Only, Distributed by: Akorn, Inc., Gurnee, IL 60031.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0811-2023","Class II","Hydromorphone Hydrochloride Injection, USP, 50mg/5mL (10 mg/mL) packaged in a) 1 mL ampules, b) 5 mL ampules, c) 50 mL vials, Rx Only, Sterile, Manufactured by: Akorn, Inc., Lake Forest, IL 60045.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0812-2023","Class II","IC-Green (indocyanine green for injection, USP) 25 mg/10 mL Kit, Rx Only, Sterile, Manufactured by: Akorn, Inc., Lake Forest, IL 60045.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0813-2023","Class II","Ketorolac Tromethamine Ophthalmic Solution, 0.5%, Sterile, packaged in a) 3mL bottles, b bottles) 5 mL, and c)10 mL bottles, Rx Only, Manufactured by: Akorn, Inc., Lake Forest, IL 60045.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0814-2023","Class II","Lactulose Solution, USP (Oral), 10g/15 mL, packaged in a) 15mL bottles, b) 30 mL bottles, c) 473 mL bottles, and d) 946 mL bottles, Rx Only, Distributed by: Akorn, Inc., Gurnee, IL 60031.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0815-2023","Class II","Lactulose Solution, USP (For oral or rectal administration), 30 mL Unit Dose Cups, Rx Only, Distributed by: Akorn, Inc., Gurnee, IL 60031.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0816-2023","Class II","Levetiracetam Oral Solution 100 mg/mL (100 mg/mL), 473 mL, Rx Only, Distributed by: Akorn, Inc., Gurnee, IL 60031.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0817-2023","Class II","Levocarnitine Oral Solution, USP, 118 mL bottles, Rx Only, Distributed by: Akorn, Inc., Gurnee, IL 60031.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0818-2023","Class II","Levofloxacin Injection 500mg/20 mL (25 mg/mL), For Intravenous Infusion, packaged in a) 20mL vials and b) 30 mL vials, Rx Only, Manufactured by: Akorn, Inc., Lake Forest, IL 60045.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0819-2023","Class II","Levofloxacin Oral Solution, 25 mg/mL, packaged in a) 100 mL bottles, b) 200 mL bottles, and c) 480 mL bottles, Rx Only, Distributed by: Akorn, Inc., Gurnee, IL 60031.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0820-2023","Class II","Levofloxacin Ophthalmic Solution, 0.5%, 5 mL bottles, Rx Only, Manufactured by: Akorn, Inc., Lake Forest, IL 60045.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0821-2023","Class II","Lidocaine 2.5% & Prilocaine 2.5% Cream, 30 gram tubes, Rx Only, Manufactured by: HI-TECH PHARMACAL CO., INC., Amityville, NY 11701.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0822-2023","Class II","Lidocaine Ointment USP, 5%, 1 1/4 oz tubes, Rx Only, Manufactured for: HI-TECH PHARMACAL CO., INC., Amityville, NY 11701.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0823-2023","Class II","Lidocaine HCl Jelly USP, 2%, 5mL tubes, Rx Only, Manufactured by: Akorn, Inc., Lake Forest, IL 60045.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
