Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info
"Devices","No","","92702","Ongoing","Medtronic Neurosurgery","5290 California Ave","","Irvine","CA","	92617-3073","United States","Voluntary: Firm initiated","Letter","US Nationwide distribution in the states of NJ, FL, CA, IL. ","Z-2412-2023","Class II","Medtronic REF 46915 Duet External Drainage and Monitoring system, Interlink Injection sites, Ventricular Catheter, STERILE EO, Rx Only","44 units","Product labeling contains incorrect expiration date","06/28/2023","08/17/2023","","08/23/2023","Lot # 226632942; UDI-DI: 00763000624781"
"Devices","No","","92708","Ongoing","Abbott Diabetes Care, Inc.","1360 S Loop Rd","","Alameda","CA","	94502-7000","United States","Voluntary: Firm initiated","Letter","US Nationwide distribution in the states of CA, FL, MI, NY, OH, TX, UT, VA. ","Z-2414-2023","Class II","FreeStyle Libre 2 Readers, REF: 71951-01 and 71953-01, used with FreeStyle Libre 2 System","1,722,645","If blood glucose monitoring system users attempt to start a new sensor, when the old sensor wasn't used for the full 14-day wear time, then the reader may display ""Incompatible Sensor"" message. If users don't have the previous sensor, or FreeStyle Libre 2 app, or the sensor's full wear time hasn't ended, users may be unable to start a new sensor, which could result in no or delayed glucose results","07/12/2023","08/17/2023","","08/23/2023","REF/UDI-DI/Lots: 71951-01/357599805005/02A289D, 03B082D, 02B082D, 02B109D, 03B251D, 04B251D, 01C073D, 01C084D, 02C087D, 01C143D, 03C152D, 03C166D, 01C174D, 03C222D, 01C256D, 02C313D, 01D018D, 02D093D, 02D129D;  71953-01/357599803001/01A198D, 02A198D, 03A198D, 04A198D, 05A198D, 01A202D, 04A202D, 01A204D, 02A203D, 02A205D, 03A205D, 01A211D, 02A211D, 03A210D, 02A212D, 04A218D, 05A218D, 06A218D, 01A219D, 04A225D, 05A225D, 01A231D, 03A231D, 02A232D, 06A232D, 02A240D, 02A248D, 01A259D, 01A260D, 04A262D, 03A266D, 01A267D, 02A268D, 03A268D, 02A280D, 01A281D, 01A283D, 02A283D, 01A290D, 02A297D, 02A298D, 03A296D, 02A303D, 02A304D, 04A325D, 01A328D, 03A325D, 02A340D, 03A344D, 02A351D, 03A350D, 01A352D, 03A352D, 02A358D, 01A364D, 02A363D, 01B007F, 02B007F, 01B008F, 01B011F, 03B012F, 01B012F, 01B014F, 05B013F, 01B015F, 04B013F, 02B013F, 11B021F, 02B034F, 02B035F, 04B034F, 04B035F, 06B034F, 07B034F, 02B036F, 05B035F, 01B036F, 01B039F, 03B039F, 03B036F, 03B041F, 05B041F, 02B042F, 03B043F, 02B046F, 05B043F, 06B046F, 09B046F, 01B071F, 05B071F, 06B074F, 04B074F, 02B076F, 05B075F, 01B077F, 05B076F, 02B078F, 05B078F, 02B081F, 02B082F, 04B082F, 02B083D, 05B082D, 03B109D, 02B203D, 03B203D, 01B205D, 01B207D, 01B208D, 02B208D, 02B211D, 02B216D, 02B229D, 01B288D, 02B289D, 01B289D, 02B305D, 01B306F, 02B306F, 01B306D, 02B308F, 03B306F, 01B308F, 01B309F, 01B309D, 01B310D, 02B312D, 01B313D, 03B312D, 03B313D, 05B322F, 07B322F, 01B323F, 01B326F, 06B322F, 01B305D, 01B327F, 03B326F, 04B326F, 02B328F, 01B308D, 01B333D, 01B334D, 01B335F, 03B335F, 02B333D, 01B336F, 02B336F, 01B337F, 02B337F, 01B302F, 01B340F, 02B340F, 03B302F, 04B301F, 01B337D, 01B341F, 02B341F, 01B341D, 02B341D, 01B342F, 02B342F, 02B343F, 01B343F, 04B302F, 02B344F, 06B349F, 03B351D, 04B352D, 04B354D, 02B356D, 01B356D, 04B356D, 05B356D, 01B362D, 02B362D, 02B363D, 01C006D, 03C005D, 02C005D, 02C010D, 01C011D, 01C012D, 03C013D, 02C013D, 02C025F, 03C028F, 01C028F, 02C031F, 03C031F, 01C034F, 02C032F, 01C074D, 03C074D, 02C073D, 02C074D, 03C075D, 01C075D, 02C080D, 02C112D, 03C117D, 03C123D, 03C126D, 02C130D, 03C129D, 02C133D, 03C133D, 01C133D, 01C136D, 02C136D, 01C137D, 01C138D, 04C138D, 01C140D, 02C140D, 03C140D, 02C143D, 01C144D, 02C145D, 05C146D, 01C146D, 01C159D, 03C159D, 01C161D, 03C165D, 05C165D, 02C172D, 01C181D, 02C181D, 01C182D, 01C186D, 01C188D, 02C188D, 01C194D, 02C193D, 03C196D, 03C199D, 05C199D, 01C201D, 02C199D, 03C207D, 01C207D, 01C209D, 02C208D, 03C213D, 02C223D, 01C223D, 01C224D, 02C224D, 01C227D, 01C228D, 02C229D, 03C224D, 02C236D, 01C237D, 03C236D, 02C237D, 03C238D, 04C241D, 01C242D, 01C243D, 03C242D, 02C242D, 02C243D, 04C243D, 01C245D, 02C245D, 01C249D, 02C250D, 03C251D, 02C255D, 03C256D, 01C257D, 02C256D, 02C257D, 03C257D, 02C262D, 02C265D, 01C266D, 03C270D, 08C271D, 01C272D, 01C276D, 01C273D, 04C276D, 02C278D, 03C279D, 01C283D, 02C287D, 04C292D, 02C294D, 03C294D, 06C292D, 01C298D, 01C299D, 02C298D, 01C305D, 02C305D, 03C305D, 01C307D, 01C308D, 01C313D, 02C312D, 01C317D, 01C318D, 03C320D, 02C321D, 01C322D, 01C325D, 02C325D, 01C326D, 01C332D, 01C327D, 01C334D, 02C334D, 04C334D, 01C340D, 02C340D, 01C341D, 03C340D, 01C346D, 02C355D, 01D010D, 01D011D, 02D011D, 01D012D, 02D018D, 02D017D, 02D023D, 02D028D, 02D019D, 03D024D, 01D025D, 02D025D, 01D027D, 03D027D, 01D033D, 03D034D, 04D034D, 05D033D, 01D040D, 02D040D, 02D038D, 06D055D, 03D041D, 02D045D, 02D053D, 03D058D, 02D056D, 02D060D, 03D067D, 04D068D, 03D065D, 02D065D, 02D066D, 02D069D, 01D072D, 03D069D, 02D072D, 01D076D, 02D075D, 03D075D, 01D095D, 03D083D, 01D081D, 02D095D, 02D081D, 02D082D, 03D080D, 02D087D, 06D103D, 01D102D, 02D107D, 01D107D, 01D104D, 03D107D, 02D104D, 01D111D, 01D115D, 02D115D, 02D116D, 03D115D, 01D128D, 01D129D, 05D130D, 04D125D, 02D128D, 03D136D, 02D136D, 03D142D, 01D139D, 03D144D, 02D125D, 01D150D, 03D151D, 02D151D, 03D152D, 01D156D, 02D157D, 02D160D, 02D156D, 01D159D, 01D177D, 02D177D"
"Food","No","","92721","Terminated","Lidl US TRADING","3500 S Clark Pl","","Arlington","VA","	22202","United States","Voluntary: Firm initiated","E-Mail","Imported product directly shipped to a warehouse in Virginia and then distributed to  3 distribution centers in North Carolina, Virginia, and Maryland. From the distribution centers distributed to Lidl retail stores in Delaware, District of Columbia, Georgia, Maryland, New Jersey, New York, North Carolina, Pennsylvania, South Carolina, and Virginia.","F-1448-2023","Class II","Alpenfest Style Sachertote NET WT 17.6 OZ (1 LB 1.6OZ) 500g Frozen UPC:2010 0889 Packaged in Cardboard Carton.","948-1,000 units","Undeclared Egg, Milk, Wheat","07/14/2023","08/17/2023","08/29/2023","08/23/2023","Expiration: 15.03.2024"
"Food","No","","92751","Ongoing","Global Vitality Inc.","470 N 56th St","","Chandler","AZ","	85226-2503","United States","Voluntary: Firm initiated","E-Mail","Distributed to single consignee in California","F-1442-2023","Class II","Food Research International - Uro Kid Support Capsules, packaged in glass bottle, 90 capsules per bottle, 12 bottles per case","2975 bottles total","potential contamination with E coli","07/13/2023","08/17/2023","","08/23/2023","Item # B6517 Lot #9237 Product # DRR6517-90VC Best By 01/26"
"Food","No","","92751","Ongoing","Global Vitality Inc.","470 N 56th St","","Chandler","AZ","	85226-2503","United States","Voluntary: Firm initiated","E-Mail","Distributed to single consignee in California","F-1443-2023","Class II","Food Research International - Serious Brain Enhancer Capsules, packaged in glass bottle, 90 capsules per bottle, 12 bottles per case","2975 bottles total","potential contamination with E coli","07/13/2023","08/17/2023","","08/23/2023","Item # B6506 Lot #9231 Product # DRR6506-90VC Best By 10/25"
"Food","No","","92763","Ongoing","Daily Meals Corp","2031 Tyler St","","Hollywood","FL","	33020-4518","United States","Voluntary: Firm initiated","Visit","Florida","F-1404-2023","Class II","VEROCCA, Locally Handmade, ALFAJOR","84 cotainers/approx 10 cookies ea.","Undeclared Allergen - Wheat, Milk, and Soybean Oil","07/14/2023","08/14/2023","","08/23/2023","Expiration Date: 9/10/23"
"Devices","No","","92764","Ongoing","Conformis, Inc.","600 Technology Park Dr # 400","","Billerica","MA","	01821-4154","United States","Voluntary: Firm initiated","Telephone","US Nationwide distribution in the states of CA, FL, GA, KS, MA, NV, NY, TN, & VA.","Z-2405-2023","Class II","CONFORMIS HIP-SCREW-6.5MM X 25MM, STERILE EO","25 units","30mm screws were labeled as 25mm screws.","06/16/2023","08/16/2023","","08/23/2023","Model No. HAA-030-0625-000101; UDI-DI: M572HAA0300625011; Lot No. 1232071."
"Food","No","","92780","Ongoing","California Ranch Food Company, Inc.","4471 S Downey Rd","","Vernon","CA","	90058","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","U.S. distribution to the following: CT, TX, IL  No foreign distribution.","F-1402-2023","Class II","Trader Joe's Fully Cooked Falafel Heat & Eat NET WT. 12 OZ (340g) Distributed and Sold Exclusively By: Trader Joe's Monrovia, CA 91016  UPC 0093 9355","21034 cases","Foreign object; rocks.","07/28/2023","08/11/2023","","08/23/2023","07223-1, 07223-2, 07523-1, 07523-2, 08123-1, 08123-2, 09323-1, 09323-2, 09423-1, 09423-2, 09523-1, 09523-2, 09623-1, 09623-2, 11423-1, 11423-2, 11523-1, 11523-2, 11723-1, 11723-2, 11823-1, 12123-1, 12123-2, 13023-1, 13023-2, 14023-1, 14023-2, 14223-1, 14223-2, 14423-1, 14423-2, 15323-1, 16323-1, 16323-2, 16623-1, 16623-2, 17023-1, 17023-2, 17123-1, 19223-2, 19423-1 and 19423-2"
"Biologics","No","","92793","Terminated","American Red Cross Blood Services","4050 Lindell Blvd","","Saint Louis","MO","	63108-3202","United States","Voluntary: Firm initiated","Telephone","Kentucky; Indiana; Missouri","B-0574-2023","Class II","Red Blood Cells, Leukocytes Reduced","2 units","Misbranded blood products were distributed.","05/12/2023","08/11/2023","08/11/2023","08/23/2023","W20242344720800H; W20242344724000H"
"Biologics","No","","92793","Terminated","American Red Cross Blood Services","4050 Lindell Blvd","","Saint Louis","MO","	63108-3202","United States","Voluntary: Firm initiated","Telephone","Kentucky; Indiana; Missouri","B-0575-2023","Class II","Red Blood Cells, Leukocytes Reduced, Irradiated","1 unit","Misbranded blood products were distributed.","05/12/2023","08/11/2023","08/11/2023","08/23/2023","W20242344721100R"
"Biologics","No","","92793","Terminated","American Red Cross Blood Services","4050 Lindell Blvd","","Saint Louis","MO","	63108-3202","United States","Voluntary: Firm initiated","Telephone","Kentucky; Indiana; Missouri","B-0576-2023","Class II","Apheresis Red Blood Cells, Leukocytes Reduced","1 unit","Misbranded blood products were distributed.","05/12/2023","08/11/2023","08/11/2023","08/23/2023","W20242344723500B"
"Biologics","No","","92794","Terminated","American National Red Cross (the)","825 John St","","West Henrietta","NY","	14586-9790","United States","Voluntary: Firm initiated","Telephone","Pennsylvania","B-0577-2023","Class II","Whole Blood, Leukocytes Reduced","1 unit","Whole Blood, Leukocytes Reduced, collected in a manner that compromises the sterility of the collection system, was distributed.","05/15/2023","08/11/2023","08/11/2023","08/23/2023","W20012338405600X"
"Biologics","No","","92795","Terminated","HCSC-Blood Center","1465 Valley Center Pkwy","","Bethlehem","PA","	18017-2265","United States","Voluntary: Firm initiated","Letter","Pennsylvania","B-0578-2023","Class II","Red Blood Cells, Leukocytes Reduced","1 unit","Leukoreduced Red Blood Cells, for which donor eligibility screening was incomplete, were distributed.","05/31/2023","08/11/2023","08/11/2023","08/23/2023","W050923590224"
"Food","No","","92806","Ongoing","NatureBest Pre-Cut & Produce LLc","521 Highway 90 A Ste 190","","Missouri City","TX","	77489-1236","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Texas","F-1431-2023","Class II","SALAD KIT-NO COLOR-11CT LETTUCE-4 WAY/MIX-4/5# LETTUCE-ROM/GRN LF 60/40-4/3# LETTUCE-ROMAINE-SHREDDED-4/5# LETTUCE-ROM-1x1-GRN ONLY-6/2# LETTUCE-4 WAY/MIX-2/5# LETTUCE-4 WAY/MIX-1/5# LETTUCE-ROMAINE-CUT-6/2# ","90 cases","Potential presence of deer fecal matter.","08/02/2023","08/15/2023","","08/23/2023","190A23210, 190A23212, 190A23213-all best by dates."
"Biologics","No","","92816","Terminated","We Are Blood","4300 N Lamar Blvd","","Austin","TX","	78756-3421","United States","Voluntary: Firm initiated","","Texas","B-0581-2023","Class II","Red Blood Cells, Leukocytes Reduced","1 unit","Red Blood Cell product, where donor blood sample collection tubes were mislabeled, was distributed.","06/02/2023","08/11/2023","08/11/2023","08/23/2023","W221623453027"
"Biologics","No","","92818","Terminated","LifeSouth Community Blood Centers, Inc.","7840 Baymeadows Way","","Jacksonville","FL","	32256-8031","United States","Voluntary: Firm initiated","","Florida","B-0583-2023","Class II","Apheresis Platelets, Leukocytes Reduced, Irradiated","1 unit","Plateletpheresis product, in which platelet yield did not meet specifications, was distributed. ","05/30/2023","08/11/2023","08/11/2023","08/23/2023","W115123102498Q"
"Food","No","","92826","Terminated","Get Fresh Produce, Inc.","1441 Brewster Creek Blvd","","Bartlett","IL","	60103-1695","United States","Voluntary: Firm initiated","E-Mail","Illinois and Florida","F-1432-2023","Class II","Garden Cut Romaine 1x1 Chopped 6/2 LB (product number 9386) packed in corrugated boxes with an inner plastic bag (6, 2lb bags per case)","1,404 pounds or 117 finished cases","Product may be contaminated with deer feces.","08/02/2023","08/15/2023","08/15/2023","08/23/2023","Lots:  X0194838 X0194927"
"Food","No","","92826","Terminated","Get Fresh Produce, Inc.","1441 Brewster Creek Blvd","","Bartlett","IL","	60103-1695","United States","Voluntary: Firm initiated","E-Mail","Illinois and Florida","F-1433-2023","Class II","Garden Cut Lettuce Greek Mix Salad (product number 10149) 10 LB packed in corrugated boxes with an inner plastic bag.  Product consists of: 1""x1"" Romaine, 1/8"" red cabbage, and 1/8"" green cabbage.","3410 pounds or 341 finished cases","Product may be contaminated with deer feces.","08/02/2023","08/15/2023","08/15/2023","08/23/2023","Lots:  X0194799 X0194886"
"Food","No","","92828","Ongoing","G.O. Corporation","2521 E Hennepin Ave","","Minneapolis","MN","	55413-2911","United States","Voluntary: Firm initiated","Letter","IA, MN, ND, WI","F-1423-2023","Class II","Romaine lettuce packaged into the following configurations and sizes:     1.  Lettuce Romaine Shred, Produce Code 720325, 4-2.5lb. bags per shipping case, Customer UPC 9120457.   2.  Romaine Shred 1/4"", Produce Code 720425, 4-2.5lb bags per shipping case, Customer UPC 7641269 and 8095202.   3.  Lettuce Romaine Shred, Produce Code 720449, 8-2.5lb.bags per shipping case, Customer UPC 7166295 and 7599586.   4.  1.5XRandom, Produce Code 720625, 4-2.5lb bags per shipping case Customer UPC 1672815.   5.  1.5XRandom, Produce Code 720725, 4-2.5lb bags per shipping case, Customer UPC 1855196 and 8950701.   6.  1.5XRandom, Produce Code 720732, 6-2lb bags per shipping case, Customer UPC 3179397 and 4106811.   7.  1.5XRandom, Produce Code 720747, 3-2lb bags per shipping case, Customer UPC 3100922.   8.  Medium, Produce Code 720832, 6-2lb per shipping case, Customer UPC 5087588.   9.  Medium, Produce Code 720840, 10-2lb per shipping case, Customer UPC 720840.   ","23,186 lbs. total","Romaine lettuce may be contaminated with deer feces.","08/01/2023","08/15/2023","","08/23/2023","Lot Codes:   1.  130208, 130209, 130212;    2.  130208, 130209, 130212;    3.  130209;    4.  130209, 130212;    5.  130209, 130212;    6.  130209, 130212;    7.  130209, 130212;    8.  130209, 130212;    9.  130212."
"Food","No","","92828","Ongoing","G.O. Corporation","2521 E Hennepin Ave","","Minneapolis","MN","	55413-2911","United States","Voluntary: Firm initiated","Letter","IA, MN, ND, WI","F-1424-2023","Class II","Lettuce Salad Blend Monterey, Produce Code 404709, 4-5lb. bags per shipping case.","23,186 lbs. total","Romaine lettuce may be contaminated with deer feces.","08/01/2023","08/15/2023","","08/23/2023","Lot Codes:  130209, and130212"
"Food","No","","92828","Ongoing","G.O. Corporation","2521 E Hennepin Ave","","Minneapolis","MN","	55413-2911","United States","Voluntary: Firm initiated","Letter","IA, MN, ND, WI","F-1425-2023","Class II"," Lett. Blend Rom/End/Rad-All Seasons packaged in the following sizes and configurations:   1.  Produce Code 444032, 6-2 lb. bags per shipping case 2.  Produce Code 444047, 3-2lb. bags per shipping case.","23,186 lbs. total","Romaine lettuce may be contaminated with deer feces.","08/01/2023","08/15/2023","","08/23/2023","Lot Codes:   1.  130208, 130209, 130212 2.  130208, 130209, 130212"
"Food","No","","92828","Ongoing","G.O. Corporation","2521 E Hennepin Ave","","Minneapolis","MN","	55413-2911","United States","Voluntary: Firm initiated","Letter","IA, MN, ND, WI","F-1426-2023","Class II"," Lettuce Mix w 20 Romaine, Produce Code 421009, 4-5 lb. bags per shipping case,   ","23,186 lbs. total","Romaine lettuce may be contaminated with deer feces.","08/01/2023","08/15/2023","","08/23/2023","Lot Code:  130212"
"Food","No","","92828","Ongoing","G.O. Corporation","2521 E Hennepin Ave","","Minneapolis","MN","	55413-2911","United States","Voluntary: Firm initiated","Letter","IA, MN, ND, WI","F-1427-2023","Class II"," Lettuce Romaine 80/20 GB, packaged in the following sizes and configurations:   1.  Produce Code 448007, 2-5 lb. bags per shipping case,   2.  Produce Code 448007, 4-5 lb. bags per shipping case,   3.  Produce Code 448110, 4-5 lb. bags per shipping case.   ","23,186 lbs. total","Romaine lettuce may be contaminated with deer feces.","08/01/2023","08/15/2023","","08/23/2023","Lot Codes:   1.  130209, 130212;    2.  130209;    3.  130212."
"Food","No","","92828","Ongoing","G.O. Corporation","2521 E Hennepin Ave","","Minneapolis","MN","	55413-2911","United States","Voluntary: Firm initiated","Letter","IA, MN, ND, WI","F-1428-2023","Class II"," Lettuce Rom Blend 50/50, packaged in the following sizes and configurations:   1.  Produce Code 448909, 4-5 lb. bags per shipping case, Customer UPC 3127222;      2.  Produce Code 449007, 2-5 lb. bags per shipping case, Customer UPC 6862312;     3.  Produce Code 449009, 4-5 lb. bags per shipping case, Customer UPC 7663073.      ","23,186 lbs. total","Romaine lettuce may be contaminated with deer feces.","08/01/2023","08/15/2023","","08/23/2023","Lot Codes:   1.  130209, 130212 2.  130209 3.  130212"
"Food","No","","92828","Ongoing","G.O. Corporation","2521 E Hennepin Ave","","Minneapolis","MN","	55413-2911","United States","Voluntary: Firm initiated","Letter","IA, MN, ND, WI","F-1429-2023","Class II","Lettuce Romaine All American, packaged in the following sizes and configurations:   1.  Produce Code 476702, 1-5 lb. bag per shipping case, Customer UPC 8398299;         2.  Produce Code 476709, 4-5 lb. bags per shipping case, Customer UPC 476709, 8336156, and 8398281.       ","23,186 lbs. total","Romaine lettuce may be contaminated with deer feces.","08/01/2023","08/15/2023","","08/23/2023","Lot Codes:   1.  130209, 130212;    2.  130209, 130212."
"Food","No","","92828","Ongoing","G.O. Corporation","2521 E Hennepin Ave","","Minneapolis","MN","	55413-2911","United States","Voluntary: Firm initiated","Letter","IA, MN, ND, WI","F-1430-2023","Class II","Lett.  Salad Shred Mix w/Rom, Produce Code 458009, 4-5 lb. bags per shipping case, Customer UPC 7561965.       ","23,186 lbs. total","Romaine lettuce may be contaminated with deer feces.","08/01/2023","08/15/2023","","08/23/2023","Lot Codes:   130209, 130212."
"Drugs","No","","92835","Ongoing","Colgate Palmolive Company","909 River Rd","","Piscataway","NJ","	08854-5503","United States","Voluntary: Firm initiated","Letter","Nationwide in the USSA","D-1084-2023","Class II","hello wild strawberry fluoride toothpaste, sodium fluoride 0.24% (0.15% w/v fluoride ion), NET WT 4.2 OZ (119 g), Distributed by Hello Products LLC, Montclair, NJ 07042, UPC 8 19156 02026 4 (carton), 12-count case GTIN: 20819156020268; strawberry tubes also sold in Strawberry 3-pack overwrap UPC 8 19156 02349 4, UPC 10819156023491 case; in the variety 3-pack of Strawberry + Unicorn + Grape UPC 8 19156 02332 6, UPC 10819156023323 case; and in a 24-count Toothpaste Floorstand, UPC 819156020684 (case).","182,046 tubes","Labeling: Label Mix-Up: Some hello wild strawberry fluoride toothpaste, packaged in cartons labeled as hello wild strawberry fluoride toothpaste were incorrectly filled in tubes labeled as hello fresh watermelon fluoride free toothpaste.","08/10/2023","08/14/2023","","08/23/2023","Lot #: 004287, 2267USA94A, 2271USA94A, EXP 08/2024; 3053USA94A, Exp 01/2025; 3156USA94A, 3157USA94A, EXP 05/2025"
"Food","No","","92676","Ongoing","Dilettante Chocolates Inc","18251 Cascade Ave S","","Tukwila","WA","	98188-4700","United States","Voluntary: Firm initiated","Letter","Distributed to firm's retail store locations in WA","F-1405-2023","Class III","Dilettante Mocha Cafe brand Dark Ephemere Bulk Truffles, perishable, sold individual pieces out of retail display cases.  The display placard declares milk, cream, and butter in the ingredients statement, but the Contains statement declares ""Contains: Dairy"".  Bulk truffle boxes sent to retail stores contains correct label: ""***Dilettante Mocha Cafe Dark Ephemere Bulk Truffles*** UPC 10083 15044***Contains: Milk***Dilettante Mocha Cafe, Tukwila, WA 98188, dilettantemochacafe.com""","firm did not provide","The firm's retail placard posted on display case declares milk, cream, and butter in the ingredients statement, but the placard declares ""Contains Dairy"" only.","07/06/2023","08/14/2023","","08/23/2023","Manufactured on 6/20/2023 and bulk case includes best by date 11/20/23."
"Food","No","","92676","Ongoing","Dilettante Chocolates Inc","18251 Cascade Ave S","","Tukwila","WA","	98188-4700","United States","Voluntary: Firm initiated","Letter","Distributed to firm's retail store locations in WA","F-1406-2023","Class III","Dilettante Mocha Cafe brand Light Ephemere Bulk Truffles, perishable, sold in individual pieces out of retail display cases.  The display placard declares cream and butter in the ingredients statement, but the Contains statement declares ""Contains: Dairy"".  Bulk truffle boxes sent to retail stores contains correct label: ""***Dilettante Mocha Cafe Light Ephemere Bulk Truffles*** UPC 10083 15045***Contains: Milk***Dilettante Mocha Cafe, Tukwila, WA 98188, dilettantemochacafe.com"".","firm did not provide","The firm's retail placard posted on display case declares cream and butter in the ingredients statement, but the placard declares ""Contains Dairy"" only.","07/06/2023","08/14/2023","","08/23/2023","Manufactured 6/2/2023 and bulk case includes best by date 11/2/23."
"Food","No","","92676","Ongoing","Dilettante Chocolates Inc","18251 Cascade Ave S","","Tukwila","WA","	98188-4700","United States","Voluntary: Firm initiated","Letter","Distributed to firm's retail store locations in WA","F-1407-2023","Class III","Dilettante Mocha Cafe brand Dark Raspberry Bulk Truffles, perishable, sold individual pieces out of retail display cases.  The display placard declares cream and butter in the ingredients statement, but the Contains statement declares ""Contains: Dairy"".  Bulk truffle boxes sent to retail stores contains correct label: ""***Dilettante Mocha Cafe Dark Raspberry Bulk Truffles*** UPC 10083 15046***Contains: Milk***Dilettante Mocha Cafe, Tukwila, WA 98188, dilettantemochacafe.com""","firm did not provide","The firm's retail placard posted on display case declares cream and butter in the ingredients statement, but the placard declares ""Contains Dairy"" only.","07/06/2023","08/14/2023","","08/23/2023","Manufactured 6/9/2023 and bulk case includes best by date 11/9/23."
"Food","No","","92676","Ongoing","Dilettante Chocolates Inc","18251 Cascade Ave S","","Tukwila","WA","	98188-4700","United States","Voluntary: Firm initiated","Letter","Distributed to firm's retail store locations in WA","F-1408-2023","Class III","Dilettante Mocha Cafe brand Champagne Bulk Truffles, perishable, sold individual pieces out of retail display cases.  The display placard declares milk in the ingredients statement, but the Contains statement declares ""Contains: Dairy"".  Bulk truffle boxes sent to retail stores contains correct label: ""***Dilettante Mocha Cafe Champagne Bulk Truffles*** UPC 10083 15047***Contains: Milk***Dilettante Mocha Cafe, Tukwila, WA 98188, dilettantemochacafe.com""","firm did not provide","The firm's retail placard posted on display case declares milk in the ingredients statement, but the placard declares ""Contains Dairy"" only.","07/06/2023","08/14/2023","","08/23/2023","Manufactured 5/26/2023 and bulk case includes best by date 10/26/23."
"Food","No","","92676","Ongoing","Dilettante Chocolates Inc","18251 Cascade Ave S","","Tukwila","WA","	98188-4700","United States","Voluntary: Firm initiated","Letter","Distributed to firm's retail store locations in WA","F-1409-2023","Class III","Dilettante Mocha Cafe brand L'Orange Dark Bulk Truffles, perishable, sold individual pieces out of retail display cases.  The display placard declares milk in the ingredients statement, but the Contains statement declares ""Contains: Dairy"".  Bulk truffle boxes sent to retail stores contains correct label: ""***Dilettante Mocha Cafe L'Orange Dark Bulk Truffles*** UPC 10083 15048***Contains: Milk***Dilettante Mocha Cafe, Tukwila, WA 98188, dilettantemochacafe.com""","firm did not provide","The firm's retail placard posted on display case declares milk in the ingredients statement, but the placard declares ""Contains Dairy"" only.","07/06/2023","08/14/2023","","08/23/2023","Manufactured 6/4/2023 and bulk case includes best by date 11/4/23."
"Food","No","","92676","Ongoing","Dilettante Chocolates Inc","18251 Cascade Ave S","","Tukwila","WA","	98188-4700","United States","Voluntary: Firm initiated","Letter","Distributed to firm's retail store locations in WA","F-1410-2023","Class III","Dilettante Mocha Cafe brand Amaretto Bulk Truffle, perishable, sold individual pieces out of retail display cases.  The display placard declares milk chocolate and almond extract in the ingredients statement, but the Contains statement declares ""Contains: Dairy, Nuts"".  Bulk truffle boxes sent to retail stores contains correct label: ""***Dilettante Mocha Cafe Amaretto Bulk Truffle*** UPC 10083 15049***Contains: Milk, Almond***Dilettante Mocha Cafe, Tukwila, WA 98188, dilettantemochacafe.com"".","firm did not provide","The firm's retail placard posted on display case declares milk chocolate and almond extract in the ingredients statement, but the placard declares ""Contains Dairy, Nuts"" only.","07/06/2023","08/14/2023","","08/23/2023","Manufactured 6/28/2023 and bulk case includes best by date 11/28/23."
"Food","No","","92676","Ongoing","Dilettante Chocolates Inc","18251 Cascade Ave S","","Tukwila","WA","	98188-4700","United States","Voluntary: Firm initiated","Letter","Distributed to firm's retail store locations in WA","F-1411-2023","Class III","Dilettante Mocha Cafe brand Dark Ginger Bulk Truffles, perishable, sold individual pieces out of retail display cases.  The display placard declares milk in the ingredients statement, but the Contains statement declares ""Contains: Dairy"".  Bulk truffle boxes sent to retail stores contains correct label: ""***Dilettante Mocha Cafe Dark Ginger Bulk Truffles*** UPC 10083 15065***Contains: Milk***Dilettante Mocha Cafe, Tukwila, WA 98188, dilettantemochacafe.com"" ","firm did not provide","The firm's retail placard posted on display case declares milk in the ingredients statement, but the placard declares ""Contains Dairy"" only.","07/06/2023","08/14/2023","","08/23/2023","Manufactured 6/16/2023 and bulk case includes best by date 11/16/23."
