Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info
"Devices","No","","92650","Ongoing","Randox Laboratories Ltd.","55 Diamond Road","","Crumlin (North)","","	","Ireland","Voluntary: Firm initiated","E-Mail","US Nationwide distribution in the states of CA, DC, GA, OH, OK, MN, MO, NJ, VA  and Puerto Rico.","Z-2362-2023","Class II","Randox RX Series  Urea Enzymatic Kinetic Assay  Ref. Numbers:  (1) UR3825	  (2) UR3873	  (3) UR8334	  (4) UR8070 (Modena)	","37 US  194 PR","Carryover from the Direct LDL-cholesterol assay on the Rx instruments may result in a negative bias, up to -11%, in quality control and patient samples, in urea assays results if the urea assay is run immediately after the Direct LDL-cholesterol assay. This may lead to a delay in reporting results or in falsely decreased urea test results.","06/13/2023","08/09/2023","","08/16/2023","Catalogue Number/GTIN (1) UR3825 05055273206906;  (2) UR3873 05055273206913 ; (3) UR8334 05055273209600; (4) UR8070 05055273209594.  Not Batch Specific."
"Devices","No","","92653","Ongoing","Siemens Medical Solutions USA, Inc","40 Liberty Blvd","","Malvern","PA","	19355-1418","United States","Voluntary: Firm initiated","Letter","Worldwide distribution - US Nationwide and the countries of Algeria, Australia, Austria,  Belgium, Chile, China, Czech Republic, Denmark, Finland, France, Germany, Guadeloupe,  Hong Kong, India, Indonesia, Italy, Japan, Latvia, Luxembourg, Macedonia, Mexico,  Monaco, Netherlands, New Zealand, Norway, Poland, Qatar, Romania, Slovakia, Slovenia,  South Africa, Spain, Sweden, Switzerland, Taiwan, Thailand, Turkey, United Arab Emirates, United Kingdom.","Z-2359-2023","Class II","ARTIS icono biplane -Angiography systems developed for single and biplane diagnostic imaging and interventional procedures.  Material Number: 11327600  ","14 units","Due to a hardware issue in the cable connectors of the system generator, a thermal overload in the cable connections may occur when performing excessive fluoroscopy/acquisitions, a burning smell may be detectable coming from the generator cabinet and the system may lose the imaging functionality of the corresponding plane and result in a situation where it is necessary to cancel clinical treatment or to continue treatment on an alternative system","06/19/2023","08/08/2023","","08/16/2023","UDI-DI: 4056869063317 Serial Numbers: 180550 180517 180518 180546 180547 180560 180534 180556 180537 180545 180533 180566 180536 180563"
"Devices","No","","92653","Ongoing","Siemens Medical Solutions USA, Inc","40 Liberty Blvd","","Malvern","PA","	19355-1418","United States","Voluntary: Firm initiated","Letter","Worldwide distribution - US Nationwide and the countries of Algeria, Australia, Austria,  Belgium, Chile, China, Czech Republic, Denmark, Finland, France, Germany, Guadeloupe,  Hong Kong, India, Indonesia, Italy, Japan, Latvia, Luxembourg, Macedonia, Mexico,  Monaco, Netherlands, New Zealand, Norway, Poland, Qatar, Romania, Slovakia, Slovenia,  South Africa, Spain, Sweden, Switzerland, Taiwan, Thailand, Turkey, United Arab Emirates, United Kingdom.","Z-2360-2023","Class II","ARTIS icono floor-Angiography systems developed for single and biplane diagnostic imaging and interventional procedures.  Material Number: 11327700  ","7 units","Due to a hardware issue in the cable connectors of the system generator, a thermal overload in the cable connections may occur when performing excessive fluoroscopy/acquisitions, a burning smell may be detectable coming from the generator cabinet and the system may lose the imaging functionality of the corresponding plane and result in a situation where it is necessary to cancel clinical treatment or to continue treatment on an alternative system","06/19/2023","08/08/2023","","08/16/2023","UDI-DI: 4056869149325 Serial Numbers: 170561 170549 170559 170546 170552 170571 170570"
"Devices","No","","92653","Ongoing","Siemens Medical Solutions USA, Inc","40 Liberty Blvd","","Malvern","PA","	19355-1418","United States","Voluntary: Firm initiated","Letter","Worldwide distribution - US Nationwide and the countries of Algeria, Australia, Austria,  Belgium, Chile, China, Czech Republic, Denmark, Finland, France, Germany, Guadeloupe,  Hong Kong, India, Indonesia, Italy, Japan, Latvia, Luxembourg, Macedonia, Mexico,  Monaco, Netherlands, New Zealand, Norway, Poland, Qatar, Romania, Slovakia, Slovenia,  South Africa, Spain, Sweden, Switzerland, Taiwan, Thailand, Turkey, United Arab Emirates, United Kingdom.","Z-2361-2023","Class II","ARTIS pheno-Angiography systems developed for single and biplane diagnostic imaging and interventional procedures.  Material Number: 10849000  ","10 units","Due to a hardware issue in the cable connectors of the system generator, a thermal overload in the cable connections may occur when performing excessive fluoroscopy/acquisitions, a burning smell may be detectable coming from the generator cabinet and the system may lose the imaging functionality of the corresponding plane and result in a situation where it is necessary to cancel clinical treatment or to continue treatment on an alternative system","06/19/2023","08/08/2023","","08/16/2023","UDI-DI: 4056869149325 Serial Numbers: Serial 164840 164851 164854 164853 164855 164856 164833 164836 164845 164850"
"Devices","No","","92655","Ongoing","Stryker Sustainability Solutions","1810 W Drake Dr","","Tempe","AZ","	85283-4327","United States","Voluntary: Firm initiated","Letter","US: WI, ID, CA, FL, HI, MD, RI, AZ, MA, GA, IL","Z-2394-2023","Class II","HoverMatt, 39"" W x 78"" L, REF: HM39SPU-B","340","39-inche-wide inflatable air transfer mattress packages contain 34-Inch-wide mattresses, so there may be a decreased surface area available to distribute the patient's weight across, which may increase the effort exerted by staff for a lateral patient transfer, and there may be increased friction and shearing forces when the patient is moved resulting in skin tear injury.    ","06/21/2023","08/10/2023","","08/16/2023","UDI-DI: 07613327487718, Lot: 0000185127, Distribution Dates: 11/28/2022-12/08/2022"
"Food","No","","92658","Ongoing","Bellingham Pasta Co","3125 Mercer Ave Ste 101","","Bellingham","WA","	98225-8435","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed in WA.","F-1367-2023","Class II","Semolina Lemon Black Pepper Linguine, net wt. 14oz. Product is packaged in a clear clamshell plastic container.  Label declares: Fresh & Hand Crafted Bellingham Pasta Co.  Ingredients Semolina Flour, Water, Egg, Lemon, Black Pepper, dusted with Brown Rice Flour. Keep Refrigerated. UPC 8 98975  00211 8.","190 packages","Pasta label declares semolina flour but does not declare wheat.","07/03/2023","08/04/2023","","08/16/2023","Best By Dates 7/12, 7/15, and 7/19."
"Food","No","","92658","Ongoing","Bellingham Pasta Co","3125 Mercer Ave Ste 101","","Bellingham","WA","	98225-8435","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed in WA.","F-1368-2023","Class II","Semolina Vegan Rigatoni, net wt. 13oz. Product is packaged in a clear clamshell plastic container.  Label declares: Fresh & Hand Crafted Bellingham Pasta Co. Ingredients Semolina Flour, Water, dusted with Brown Rice Flour. Keep Refrigerated. UPC 8 98975 00234 7.","12 packages","Pasta label declares semolina flour but does not declare wheat.","07/03/2023","08/04/2023","","08/16/2023","Best By Dates 7/12, 7/15, and 7/19."
"Food","No","","92658","Ongoing","Bellingham Pasta Co","3125 Mercer Ave Ste 101","","Bellingham","WA","	98225-8435","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed in WA.","F-1369-2023","Class II","Semolina Fettuccine, net wt. 14oz. Product is packaged in a clear clamshell plastic container.  Label declares: Fresh & Hand Crafted Bellingham Pasta Co. Ingredients Semolina Flour, Water, Egg, dusted with Brown Rice Flour. Keep Refrigerated. UPC 8 98975 00205 7.","175 packages","Pasta label declares semolina flour but does not declare wheat.","07/03/2023","08/04/2023","","08/16/2023","Best By Dates 7/12, 7/15, and 7/19."
"Food","No","","92658","Ongoing","Bellingham Pasta Co","3125 Mercer Ave Ste 101","","Bellingham","WA","	98225-8435","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed in WA.","F-1370-2023","Class II","Semolina Spaghetti, net wt. 14oz. Product is packaged in a clear clamshell plastic container.  Label declares: Fresh & Hand Crafted Bellingham Pasta Co. Ingredients Semolina Flour, Water, Egg, dusted with Brown Rice Flour. Keep Refrigerated. UPC 8 98975 00200 2.","81 packages","Pasta label declares semolina flour but does not declare wheat.","07/03/2023","08/04/2023","","08/16/2023","Best By Dates 7/12, 7/15, and 7/19."
"Food","No","","92658","Ongoing","Bellingham Pasta Co","3125 Mercer Ave Ste 101","","Bellingham","WA","	98225-8435","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed in WA.","F-1371-2023","Class II","Semolina Sheets, net wt. 14oz. Product is packaged in a clear clamshell plastic container.  Label declares: Fresh & Hand Crafted Bellingham Pasta Co. Ingredients Semolina Flour, Water, Egg, dusted with Brown Rice Flour. Keep Refrigerated. UPC 8 98975 00218 7.","3 packages","Pasta label declares semolina flour but does not declare wheat.","07/03/2023","08/04/2023","","08/16/2023","Best By Dates 7/12, 7/15, and 7/19."
"Food","No","","92658","Ongoing","Bellingham Pasta Co","3125 Mercer Ave Ste 101","","Bellingham","WA","	98225-8435","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed in WA.","F-1372-2023","Class II","Pasta - Mixed Flavors case.  Firm did not provide label.","168 packages","Pasta label declares semolina flour but does not declare wheat.","07/03/2023","08/04/2023","","08/16/2023","Best By Dates 7/12, 7/15, and 7/19."
"Food","No","","92658","Ongoing","Bellingham Pasta Co","3125 Mercer Ave Ste 101","","Bellingham","WA","	98225-8435","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed in WA.","F-1373-2023","Class II","Semolina Gemelli, net wt. 13oz. Product is packaged in a clear clamshell plastic container.  Label declares: Fresh & Hand Crafted Bellingham Pasta Co. Ingredients Semolina Flour, Water, Egg, dusted with Brown Rice Flour. Keep Refrigerated. UPC 8 98975 00227 9.","20 packages","Pasta label declares semolina flour but does not declare wheat.","07/03/2023","08/04/2023","","08/16/2023","Best By Dates 7/12, 7/15, and 7/19"
"Food","No","","92658","Ongoing","Bellingham Pasta Co","3125 Mercer Ave Ste 101","","Bellingham","WA","	98225-8435","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed in WA.","F-1374-2023","Class II","Semolina Shells, net wt. 13oz. Product is packaged in a clear clamshell plastic container.  Label declares: Fresh & Hand Crafted Bellingham Pasta Co. Ingredients Semolina Flour, Water, Egg, dusted with Brown Rice Flour. Keep Refrigerated. UPC 8 98975 00219 4.","24 packages","Pasta label declares semolina flour but does not declare wheat.","07/03/2023","08/04/2023","","08/16/2023","Best By Dates 7/12, 7/15, and 7/19"
"Food","No","","92658","Ongoing","Bellingham Pasta Co","3125 Mercer Ave Ste 101","","Bellingham","WA","	98225-8435","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed in WA.","F-1375-2023","Class II","Semolina Spinach Fettuccine, net wt. 14oz. Product is packaged in a clear clamshell plastic container.  Label declares: Fresh & Hand Crafted Bellingham Pasta Co. Ingredients Semolina Flour, Water, Egg, Organic Spinach Powder, dusted with Brown Rice Flour. Keep Refrigerated. UPC 8 98975 00206 4.","38 packages","Pasta label declares semolina flour but does not declare wheat.","07/03/2023","08/04/2023","","08/16/2023","Best By Dates 7/12, 7/15, and 7/19"
